reference_material_id,reference_timeframe_id,reference_space_id,process_name_id,material_name_id,recycling_use_type_id,quantity,quantity_unit_id,uncertainty,uncertainty_unit_id,uncertainty_type,reliability_id,affiliation_id,method_id,publication_id,notes,contributor_id,date_created,date_updated,recycling_id
18,109,243,540,439,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",365
18,109,243,255,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",366
18,109,243,304,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",367
18,109,243,270,440,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",368
18,109,243,136,441,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",369
20,109,243,541,442,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",370
20,109,243,301,442,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",371
20,109,243,542,442,3,0,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",372
20,109,243,543,443,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",373
20,109,243,136,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",374
3,109,243,283,444,3,17,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",375
3,109,243,544,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",376
3,109,243,545,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",377
3,109,243,136,445,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",378
44,109,243,546,446,3,8,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",379
44,109,243,275,421,3,5,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",380
44,109,243,281,446,3,15,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",381
44,109,243,547,447,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",382
44,109,243,278,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",383
56,109,243,548,448,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",384
56,109,243,279,449,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",385
56,109,243,136,450,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",386
59,109,243,279,451,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",387
59,109,243,549,451,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",388
59,109,243,550,452,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",389
59,109,243,136,453,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",390
32,109,243,149,454,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",391
32,109,243,123,454,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",392
32,109,243,551,454,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",393
32,109,243,552,454,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",394
32,109,243,553,454,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",395
32,109,243,136,455,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",396
31,109,243,554,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",397
31,109,243,552,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",398
31,109,243,555,421,3,0.6,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",399
31,109,243,283,456,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",400
31,109,243,270,427,3,0.2,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",401
31,109,243,531,427,3,3,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",402
31,109,243,556,427,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",403
31,109,243,557,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",404
31,109,243,293,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",405
31,109,243,558,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",406
41,109,243,151,457,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",407
41,109,243,306,458,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",408
41,109,243,323,457,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",409
41,109,243,136,512,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",410
40,109,243,559,421,3,2,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",411
40,109,243,560,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",412
40,109,243,323,460,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",413
40,109,243,151,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",414
40,109,243,136,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",415
36,109,243,559,421,3,1,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",416
36,109,243,151,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",417
36,109,243,561,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",418
36,109,243,324,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",419
36,109,243,308,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",420
36,109,243,323,461,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",421
36,109,243,136,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",422
1,109,243,562,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",423
1,109,243,504,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",424
1,109,243,309,462,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",425
1,109,243,561,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",426
1,109,243,476,421,3,0,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",427
1,109,243,563,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",428
1,109,243,270,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",429
1,109,243,136,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",430
1,109,243,531,422,3,1,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",431
1,109,243,505,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",432
9,109,243,564,463,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",433
9,109,243,565,463,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",434
9,109,243,287,464,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",435
9,109,243,566,421,3,1.5,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",436
9,109,243,136,465,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",437
24,109,243,567,466,3,4.2,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",438
24,109,243,568,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",439
24,109,243,569,467,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",440
24,109,243,136,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",441
46,109,243,570,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",442
46,109,243,571,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",443
46,109,243,247,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",444
46,109,243,572,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",445
46,109,243,283,468,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",446
46,109,243,573,469,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",447
46,109,243,574,470,3,4,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",448
46,109,243,298,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",449
46,109,243,136,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",450
42,109,243,575,471,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",451
55,109,243,270,508,3,0.06,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",452
42,109,243,577,472,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",453
42,109,243,283,471,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",454
42,109,243,136,473,3,4,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",455
50,109,243,578,474,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",456
50,109,243,579,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",457
50,109,243,275,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",458
50,109,243,580,475,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",459
50,109,243,136,476,3,5,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",460
26,109,243,581,477,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",461
26,109,243,582,478,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",462
26,109,243,583,479,3,0.4,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",463
26,109,243,584,480,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",464
26,109,243,272,481,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",465
26,109,243,548,479,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",466
26,109,243,136,482,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",467
10,109,243,583,483,3,0.8,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",468
10,109,243,272,483,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",469
10,109,243,587,483,3,0.3,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",470
10,109,243,584,484,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",471
10,109,243,582,485,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",472
10,109,243,548,483,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",473
10,109,243,136,486,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",474
37,109,243,586,487,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",475
37,109,243,583,487,3,0.2,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",476
37,109,243,584,488,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",477
37,109,243,582,487,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",478
37,109,243,587,487,3,0.04,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",479
37,109,243,136,489,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",480
60,109,243,586,490,3,1.5,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",481
60,109,243,584,491,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",482
60,109,243,582,491,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",483
60,109,243,279,491,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",484
60,109,243,587,491,3,0.02,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",485
60,109,243,136,491,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",486
45,109,243,582,492,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",487
45,109,243,136,493,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",488
16,109,243,548,494,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",489
19,109,243,586,495,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",490
19,109,243,548,496,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",491
19,109,243,588,497,3,2,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",492
49,109,243,548,498,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",493
49,109,243,586,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",494
14,109,243,586,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",495
23,109,243,304,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",496
15,109,243,548,499,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",497
53,109,243,589,500,3,45,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",498
57,109,243,590,501,3,45,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",499
57,109,243,136,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",500
28,109,243,316,502,3,45,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",501
28,109,243,136,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",502
21,109,243,171,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",503
21,109,243,591,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",504
21,109,243,293,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",505
21,109,243,549,503,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",506
21,109,243,592,504,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",507
21,109,243,278,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",508
21,109,243,136,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",509
48,109,243,318,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",510
48,109,243,593,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",511
48,109,243,594,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",512
48,109,243,320,505,3,0.6,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",513
48,109,243,136,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",514
55,109,243,525,506,3,2.9,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",515
55,109,243,595,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",516
55,109,243,596,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",517
55,109,243,136,507,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",518
55,109,243,283,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",519
39,109,243,293,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",521
39,109,243,597,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",522
39,109,243,598,509,3,0.1,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",523
39,109,243,599,422,3,0.1,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",524
39,109,243,136,422,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",525
34,109,243,600,510,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",526
34,109,243,323,510,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",527
34,109,243,601,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",528
25,109,243,151,421,3,4,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",529
25,109,243,306,423,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",530
25,109,243,323,421,3,0.5,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",531
25,109,243,136,421,3,1.5,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",532
38,109,243,559,421,3,0.7,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",533
38,109,243,308,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",534
38,109,243,561,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",535
38,109,243,323,511,3,0.8,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",536
38,109,243,560,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",537
38,109,243,151,421,3,NULL,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",538
38,109,243,602,512,3,0.3,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",539
38,109,243,603,421,3,1.1,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",540
38,109,243,136,421,3,1,13,NULL,NULL,NULL,NULL,2,2,60,"percent of total market share",1,"2019-02-04 14:46:59","2019-02-04 14:46:59",541
